player,team,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,games_starts,gameweek,season,position,age
James Milner,Brighton,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,30,-7.1000000000000085,363,176,10,13,-6.5,10,10,3.799999999999997,2,5,-7.100000000000001,0.1,-0.1,1,3,0,0,25,4,1,2,0,0,3,0,0,0,0,1,0,1,-0.77,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,1,1,0.0,0,0,0,0,1,3,1,0,35,3,15,15,5,0,35,0,0,0.0,0,0.0,18,54,29,0,0,0,1,21,-11,-12.299999999999997,-11.0,0,0,0.0,0,0.0,4,0,4,1.7200000000000002,9.22,1.9000000000000004,0.9999999999999999,0.8999999999999999,-0.28000000000000025,4.9399999999999995,0,1,0,0,0,0,0,3,1,0,11.900000000000002,1,2,2023.0,DF,23.0
Tyrone Mings,Aston Villa,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-16.599999999999998,0.0,0,0,0.0,0,0.0,0,0,0,0.0,-5.1,0.0,0.0,0.0,0.0,-2.08,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Tyrick Mitchell,Crystal Palace,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,1,2,11,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16,1,0,0.0,0.5,0.0,0.0,0.0,11.9,0,0.06,-0.1,-0.1,40,53,-0.7999999999999972,569,135,24,26,1.3999999999999915,14,21,-8.300000000000011,1,3,-1.1000000000000014,0.2,-0.3,2,1,2,1,40,13,0,0,0,5,13,0,0,0,0,0,2,3,1.0,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,3,2,1,0,2,1,1,50.0,0,1,0,1,0,3,2,0,65,4,18,15,32,3,65,1,0,-50.0,1,50.0,30,81,29,0,1,3,2,35,0,0.0,0.0,1,0,0.0,0,-1.5,0,1,-1,-1.0,0.0,1.0,2.0,-0.9999999999999999,-1.1900000000000002,0.0,0,1,0,0,0,0,0,9,0,1,-16.700000000000003,1,2,,,
Kaoru Mitoma,Brighton,80,0.8999999999999999,1,1,2,1,0,0,0,0,0.5,0.5,0.4,0.9,5,3,9,0.53,0.06000000000000005,0.5900000000000001,0.53,0.5900000000000001,0.26,-0.040000000000000036,0.22000000000000008,0.26,0.22000000000000008,1,1,50.0,0.06000000000000005,0.53,0.5,1.0,-4.9,0,0.24000000000000002,0.5,0.5,25,28,0.7000000000000028,295,29,18,19,0.10000000000000853,5,6,-1.7999999999999972,1,1,33.3,0.7000000000000001,0.6,4,0,1,0,28,0,0,1,0,0,0,0,0,0,0,0,1,6,-0.5899999999999999,4,0,2,0,0,0,3,0.6499999999999999,1,0,2,0,0,0,2,1,0,2,0,0,1,0.0,1,0,0,0,1,3,1,0,37,1,5,14,19,9,37,6,2,0.0,3,11.100000000000001,22,183,142,3,4,0,0,25,-5,-5.599999999999994,-5.0,0,0,0.0,0,0.0,4,1,3,0.18000000000000016,3.18,2.0999999999999996,1.9,0.2999999999999998,-1.07,2.29,0,0,1,1,0,0,0,5,0,0,0.0,1,2,,,
Aleksandar Mitrovic,Fulham,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-18.400000000000002,0.0,0,0,0.0,0,0.0,0,0,0,0.0,1.8299999999999996,0.0,0.0,0.0,0.0,0.13999999999999968,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Kieffer Moore,Bournemouth,28,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.31999999999999995,0.0,0.31999999999999995,0.31999999999999995,0.31999999999999995,1,0,0.0,-0.29000000000000004,0.0,0.0,0.0,-0.09999999999999964,0,0.1,-0.3,-0.3,4,8,-12.5,42,12,3,5,-20.0,1,3,33.3,0,0,0.0,0.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,9,0,0,4,5,3,9,0,0,0.0,0,0.0,2,4,0,0,0,0,0,5,2,2.1999999999999993,0.0,0,1,2.0,0,-0.5,0,0,0,-2.02,-1.2700000000000005,1.1,0.2,0.8999999999999999,-0.10999999999999988,1.4000000000000004,0,0,0,0,0,0,0,1,0,0,0.0,0,2,,,
Carlton Morris,Luton Town,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Mason Mount,Manchester Utd,84,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,20,2.799999999999997,280,146,6,7,6.5,6,6,16.599999999999994,2,4,-12.5,0.0,0.0,2,2,0,0,18,2,0,1,0,2,0,1,0,1,0,0,1,3,1.0399999999999998,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,3,20.0,2,3,1,2,0,1,0,0,27,1,4,15,8,0,27,1,0,0.0,1,100.0,13,65,31,0,0,1,0,14,9,9.5,9.0,0,0,0.0,0,-1.5,0,2,-2,-1.19,-0.3899999999999997,1.8000000000000003,1.6999999999999997,0.19999999999999998,0.27999999999999997,-0.11999999999999988,0,1,0,0,0,0,0,3,0,1,0.0,1,2,2023.0,FW,26.0
Mykhailo Mudryk,Chelsea,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,1,4,0.0,0.0,0.0,0.0,0.0,0.13,0.18,0.31,0.13,0.31,1,0,0.0,1.64,0.0,0.0,0.0,12.1,0,0.08,-0.1,-0.1,16,25,1.1000000000000014,265,64,7,10,2.0999999999999943,3,5,60.0,3,5,60.0,0.2,-0.1,2,0,1,1,21,3,0,1,0,7,0,3,1,1,0,1,1,2,3.27,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,27,0,0,7,21,5,27,2,0,-50.0,0,0.0,21,138,87,6,2,1,0,21,18,19.5,0.0,0,1,18.0,0,-0.5,0,2,-2,-3.27,-3.27,0.4,1.1,-0.7,-0.8999999999999999,-1.8499999999999999,0,0,1,0,0,0,0,2,0,0,0.0,0,2,,,
Jacob Murphy,Newcastle Utd,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-2.8,0.0,0,0,0.0,0,0.0,0,0,0,0.0,2.1499999999999986,0.0,0.0,0.0,0.0,1.0899999999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Marvelous Nakamba,Luton Town,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,,,
Neto,Bournemouth,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,17,25,-1.7000000000000028,474,364,3,4,-12.5,7,7,0.0,7,14,2.8000000000000043,0.0,0.0,0,0,0,0,12,13,3,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,33,29,33,0,0,0,33,1,1,100.0,0,0.0,10,72,46,0,0,0,0,6,0,0.0,0.0,1,0,0.0,0,-0.5,1,3,-2,-1.0,0.0,1.3,2.9999999999999996,-1.8,-1.02,0.0,0,0,0,0,0,0,0,0,1,0,0.0,1,2,,,
Pedro Neto,Wolves,90,1.0,0,0,0,0,0,0,0,0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.19999999999999996,9,6,14,0.0,0.0,0.0,0.0,0.0,-0.37,-0.18,-0.56,-0.37,-0.56,2,0,-26.700000000000003,-0.5,-1.0,0.0,0.0,1.0999999999999996,0,-0.08999999999999997,-0.09999999999999998,-0.09999999999999998,27,36,6.700000000000003,357,104,19,21,6.799999999999997,6,10,-6.799999999999997,1,2,2.4000000000000057,0.0,-0.09999999999999998,2,1,1,0,35,0,0,0,0,4,0,0,0,0,0,1,1,3,-1.5,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,1,33.3,0,0,0,0,1,2,0,0,48,0,3,16,30,8,48,5,3,1.1999999999999957,2,4.699999999999996,39,365,173,4,5,3,2,42,0,0.0,0.0,1,0,0.0,0,0.0,1,4,-3,-1.0,0.0,2.0999999999999996,2.2,-0.1,-0.08,0.0,0,1,1,0,0,0,0,4,0,1,0.0,1,2,,,
Eddie Nketiah,Arsenal,79,0.8999999999999999,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.8,3,1,8,-0.65,0.0,-0.65,-0.65,-0.65,0.30999999999999994,0.04,0.36,0.30999999999999994,0.36,3,0,-16.599999999999998,-0.16999999999999993,-0.65,-0.16,0.0,-1.1999999999999993,0,0.09,-0.8,-0.8,9,12,-10.700000000000003,140,6,5,6,-5.599999999999994,4,4,0.0,0,0,0.0,0.0,-0.1,2,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,2,6,2.94,3,0,1,1,1,0,1,0.6,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,18,0,0,3,15,7,18,4,2,28.6,0,-38.1,16,128,74,0,2,1,3,16,4,3.9000000000000057,4.0,0,0,0.0,0,0.0,1,0,1,-0.71,-2.6100000000000003,2.0,0.39999999999999997,1.5,0.89,1.65,0,2,3,0,1,0,0,0,0,0,0.0,1,2,,,
Oliver Norwood,Sheffield Utd,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.04,-0.06,-0.02,-0.06,0,0,0.0,-1.0,-0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,59,78,2.5999999999999943,1181,413,18,20,-1.3999999999999915,31,35,16.39999999999999,10,22,-13.5,0.19999999999999998,0.0,0,4,1,0,73,5,2,1,0,4,0,3,0,2,1,0,1,1,-1.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,1,1,1,2,2,50.0,0,0,0,0,1,4,2,0,87,4,27,44,16,1,87,0,0,0.0,0,0.0,42,186,77,1,0,2,0,59,0,0.0,0.0,1,0,0.0,0,0.0,1,2,-1,0.0,0.0,0.5,1.4,-0.8999999999999999,0.2400000000000002,0.0,0,0,0,0,0,0,0,9,1,1,8.299999999999997,1,2,,,
Matheus Nunes,Wolves,89,1.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,3,5,6,0.0,0.0,0.0,0.0,0.0,0.04,0.010000000000000002,0.049999999999999996,0.04,0.049999999999999996,1,0,0.0,0.5,0.0,0.0,0.0,15.4,0,0.08,-0.1,-0.1,52,61,4.299999999999997,668,189,34,37,6.200000000000003,14,16,-1.5,1,4,-16.700000000000003,0.1,-0.1,1,3,0,0,57,4,2,0,0,2,1,1,1,0,0,0,1,4,0.52,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.700000000000003,1,0,0,0,1,1,0,0,66,0,10,39,19,5,66,5,5,14.700000000000003,0,-9.799999999999997,48,276,146,1,2,1,1,53,0,-0.5999999999999943,0.0,0,0,0.0,0,0.0,1,4,-3,-1.0099999999999998,-2.01,2.0999999999999996,2.2,-0.1,-0.08,-0.06,1,1,2,1,0,0,0,5,0,1,-33.3,1,2,,,
Darwin Nunez,Liverpool,5,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000004,0.0,-0.020000000000000004,-0.020000000000000004,-0.020000000000000004,0,0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2,-8.299999999999997,12,6,1,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6000000000000001,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,5,0,0,4,1,0,5,0,0,0.0,0,0.0,4,8,5,0,0,2,0,3,-10,-11.100000000000001,0.0,0,1,-10.0,0,1.0,0,0,0,0.0,-1.2,0.0,0.3,-0.3,-0.7,-1.83,0,0,0,0,0,0,0,1,0,1,0.0,0,2,,,
Christian Norgaard,Brentford,78,0.8999999999999999,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,0,0.0,0.6,0.0,0.0,0.0,11.9,0,0.02,0.0,0.0,27,37,-8.400000000000006,425,75,16,17,-3.700000000000003,10,13,-15.0,1,6,-33.400000000000006,0.0,0.0,0,2,0,0,35,2,2,0,0,1,0,0,0,0,0,0,0,2,-0.1200000000000001,0,0,0,1,0,1,0,0.0,0,0,0,0,0,0,4,3,3,1,0,2,4,40.0,2,3,1,2,1,5,1,0,48,2,18,24,7,4,48,0,0,0.0,0,0.0,29,70,29,1,0,0,0,34,4,3.8999999999999915,4.0,0,0,0.0,0,1.0,2,0,2,1.21,-1.7,2.4000000000000004,0.3999999999999999,2.0,0.69,-2.52,0,2,0,0,0,0,0,3,2,3,-7.100000000000001,1,2,,,
Dara O'Shea,Burnley,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2023.0,"MF,FW",20.0
Chiedozie Ogbene,Luton Town,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2023.0,FW,26.0
Amadou Onana,Everton,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000004,-0.57,-0.59,-0.020000000000000004,-0.59,0,0,0.0,-0.5,-0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,35,42,-0.6000000000000085,586,101,16,17,0.0,16,18,16.599999999999994,2,5,-30.0,0.0,0.0,0,3,0,0,41,1,1,0,1,0,0,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,3,25.0,2,3,0,3,0,1,1,0,53,1,7,34,12,0,53,0,0,0.0,0,0.0,32,96,53,1,0,2,0,36,0,0.0,0.0,1,0,0.0,0,0.0,0,4,-4,-1.5,0.0,0.5999999999999996,2.9000000000000004,-2.3,-1.76,0.0,0,0,1,0,0,0,0,6,3,0,33.400000000000006,1,2,,,
Andre Onana,Manchester Utd,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,28,34,4.5,727,380,5,5,0.0,14,14,2.0999999999999943,9,15,11.600000000000001,0.0,0.0,0,1,0,0,30,4,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,36,32,35,1,0,0,36,0,0,0.0,0,0.0,28,148,89,0,0,0,0,20,0,0.0,0.0,1,0,0.0,0,-1.5,0,2,-2,-1.5,0.0,2.0999999999999996,1.7999999999999998,0.3,0.16999999999999998,0.0,0,0,0,0,0,0,0,2,1,0,16.700000000000003,1,2,,,
Ben Osborn,Sheffield Utd,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,6,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,-0.07,-0.07,-0.07,0,0,0.0,-0.54,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,59,19.099999999999994,681,279,25,29,16.4,15,19,23.900000000000006,3,7,27.3,0.1,0.0,0,5,1,1,46,12,0,0,0,5,12,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,1,1,2,3,10.0,1,0,0,0,0,2,4,0,71,2,19,22,30,0,71,3,0,0.0,3,0.0,33,120,60,0,0,0,2,38,2,2.200000000000003,2.0,1,0,0.0,0,0.0,1,2,-1,0.030000000000000027,0.030000000000000027,0.5,1.4,-0.8999999999999999,0.29000000000000004,0.29000000000000004,0,0,0,0,0,0,0,8,2,2,50.0,1,2,2023.0,FW,25.0
William Osula,Sheffield Utd,73,0.8,0,0,0,0,0,0,0,0,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0,0,4,0.0,0.0,0.0,0.0,0.0,-0.07999999999999999,0.0,-0.07999999999999999,-0.07999999999999999,-0.07999999999999999,1,0,0.0,-0.3400000000000001,0.0,0.0,0.0,-4.600000000000001,0,-0.03,-0.09999999999999998,-0.09999999999999998,5,9,-5.600000000000001,46,5,4,6,-5.0,0,2,-66.7,0,0,0.0,0.1,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0.55,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,18,0,0,4,14,4,18,2,0,0.0,2,25.0,9,28,10,0,0,3,0,12,-8,-9.400000000000006,-8.0,0,0,0.0,0,0.0,1,1,0,0.44999999999999996,4.74,0.19999999999999996,1.2000000000000002,-1.0,0.040000000000000036,-2.12,0,0,2,0,0,0,0,0,3,8,9.0,1,2,2023.0,MF,27.0
Cole Palmer,Manchester City,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-6.1,0.0,0,0,0.0,1,0.0,0,0,0,0.0,1.29,0.0,0.0,0.0,0.0,0.5599999999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2023.0,MF,24.0
Emerson Palmieri,West Ham,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.030000000000000006,-0.030000000000000006,0.0,-0.030000000000000006,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,27,5.3999999999999915,318,241,8,10,-1.2000000000000028,9,9,17.900000000000006,2,2,8.299999999999997,0.09999999999999998,0.0,1,1,1,0,19,8,0,0,0,0,8,0,0,0,0,0,1,2,0.0,1,0,0,0,1,0,1,0.5,0,0,0,0,1,0,4,2,2,2,0,1,1,16.700000000000003,0,2,1,1,3,7,4,0,44,10,31,9,6,1,44,1,1,100.0,0,0.0,17,138,107,0,1,0,0,14,0,0.0,0.0,1,0,0.0,0,1.0,3,1,2,1.0,0.0,1.7999999999999998,2.5,-0.6000000000000001,-0.20999999999999996,0.0,0,2,2,0,1,0,0,6,0,1,-25.0,1,2,,,
Lucas Paqueta,West Ham,90,1.0,1,0,1,0,1,1,1,0,0.8,0.0,0.1,0.2,1,4,1,0.5,0.0,0.5,0.0,0.0,0.34,-0.039999999999999994,0.3,-0.06,-0.1,1,0,0.0,-1.02,0.0,0.0,0.0,4.6,0,0.0,0.2,0.0,26,38,-4.400000000000006,373,104,15,17,-2.8999999999999915,8,14,-18.200000000000003,2,2,12.5,0.09999999999999998,-0.1,2,2,0,0,35,2,1,0,1,2,0,0,0,0,0,1,1,5,1.5,4,0,1,0,0,0,2,1.01,2,0,0,0,0,0,2,2,2,0,0,1,7,-60.0,6,1,0,1,2,4,1,0,53,2,20,17,17,3,52,2,1,25.0,1,-25.0,31,117,57,2,0,3,6,30,1,0.5,1.0,1,0,0.0,0,1.0,3,1,2,1.01,1.01,1.7999999999999998,2.5,-0.6000000000000001,-0.21999999999999997,-0.21999999999999997,0,1,1,0,0,0,0,10,2,3,-42.9,1,2,2023.0,DF,20.0
